"key","value","date","uniqueWellIdentifier","activityType"
Oil,589,"10/10/2002",3501522889,PRODUCTION
Oil,588,"10/11/2002",3501522889,PRODUCTION
Oil,587,"10/12/2002",3501522889,PRODUCTION
Oil,586,"10/13/2002",3501522889,PRODUCTION
Oil,585,"10/14/2002",3501522889,PRODUCTION
Oil,584,"10/15/2002",3501522889,PRODUCTION
Oil,582,"10/16/2002",3501522889,PRODUCTION
Oil,581,"10/17/2002",3501522889,PRODUCTION
Oil,580,"10/18/2002",3501522889,PRODUCTION
Oil,579,"10/19/2002",3501522889,PRODUCTION
Oil,578,"10/20/2002",3501522889,PRODUCTION
Oil,577,"10/21/2002",3501522889,PRODUCTION
Oil,576,"10/22/2002",3501522889,PRODUCTION
Oil,575,"10/23/2002",3501522889,PRODUCTION
Oil,574,"10/24/2002",3501522889,PRODUCTION
Oil,573,"10/25/2002",3501522889,PRODUCTION
Oil,572,"10/26/2002",3501522889,PRODUCTION
Oil,571,"10/27/2002",3501522889,PRODUCTION
Oil,570,"10/28/2002",3501522889,PRODUCTION
Oil,569,"10/29/2002",3501522889,PRODUCTION
Oil,568,"10/30/2002",3501522889,PRODUCTION
Oil,567,"10/31/2002",3501522889,PRODUCTION
Oil,566,"11/01/2002",3501522889,PRODUCTION
Oil,567,"11/02/2002",3501522889,PRODUCTION
Oil,567,"11/03/2002",3501522889,PRODUCTION
Oil,568,"11/04/2002",3501522889,PRODUCTION
Oil,569,"11/05/2002",3501522889,PRODUCTION
Oil,569,"11/06/2002",3501522889,PRODUCTION
Oil,570,"11/07/2002",3501522889,PRODUCTION
Oil,570,"11/08/2002",3501522889,PRODUCTION
Oil,571,"11/09/2002",3501522889,PRODUCTION
Oil,572,"11/10/2002",3501522889,PRODUCTION
Oil,572,"11/11/2002",3501522889,PRODUCTION
Oil,573,"11/12/2002",3501522889,PRODUCTION
Oil,574,"11/13/2002",3501522889,PRODUCTION
Oil,574,"11/14/2002",3501522889,PRODUCTION
Oil,575,"11/15/2002",3501522889,PRODUCTION
Oil,576,"11/16/2002",3501522889,PRODUCTION
Oil,576,"11/17/2002",3501522889,PRODUCTION
Oil,577,"11/18/2002",3501522889,PRODUCTION
Oil,577,"11/19/2002",3501522889,PRODUCTION
Oil,578,"11/20/2002",3501522889,PRODUCTION
Oil,579,"11/21/2002",3501522889,PRODUCTION
Oil,579,"11/22/2002",3501522889,PRODUCTION
Oil,580,"11/23/2002",3501522889,PRODUCTION
Oil,581,"11/24/2002",3501522889,PRODUCTION
Oil,581,"11/25/2002",3501522889,PRODUCTION
Oil,582,"11/26/2002",3501522889,PRODUCTION
Oil,582,"11/27/2002",3501522889,PRODUCTION
Oil,583,"11/28/2002",3501522889,PRODUCTION
Oil,584,"11/29/2002",3501522889,PRODUCTION
Oil,584,"11/30/2002",3501522889,PRODUCTION
Oil,585,"12/01/2002",3501522889,PRODUCTION
Oil,585,"12/02/2002",3501522889,PRODUCTION
Oil,585,"12/03/2002",3501522889,PRODUCTION
Oil,585,"12/04/2002",3501522889,PRODUCTION
Oil,585,"12/05/2002",3501522889,PRODUCTION
Oil,585,"12/06/2002",3501522889,PRODUCTION
Oil,585,"12/07/2002",3501522889,PRODUCTION
Oil,585,"12/08/2002",3501522889,PRODUCTION
Oil,585,"12/09/2002",3501522889,PRODUCTION
Oil,585,"12/10/2002",3501522889,PRODUCTION
Oil,585,"12/11/2002",3501522889,PRODUCTION
Oil,585,"12/12/2002",3501522889,PRODUCTION
Oil,585,"12/13/2002",3501522889,PRODUCTION
Oil,585,"12/14/2002",3501522889,PRODUCTION
Oil,585,"12/15/2002",3501522889,PRODUCTION
Oil,585,"12/16/2002",3501522889,PRODUCTION
Oil,585,"12/17/2002",3501522889,PRODUCTION
Oil,585,"12/18/2002",3501522889,PRODUCTION
Oil,585,"12/19/2002",3501522889,PRODUCTION
Oil,585,"12/20/2002",3501522889,PRODUCTION
Oil,585,"12/21/2002",3501522889,PRODUCTION
Oil,585,"12/22/2002",3501522889,PRODUCTION
Oil,585,"12/23/2002",3501522889,PRODUCTION
Oil,585,"12/24/2002",3501522889,PRODUCTION
Oil,585,"12/25/2002",3501522889,PRODUCTION
Oil,585,"12/26/2002",3501522889,PRODUCTION
Oil,585,"12/27/2002",3501522889,PRODUCTION
Oil,585,"12/28/2002",3501522889,PRODUCTION
Oil,585,"12/29/2002",3501522889,PRODUCTION
Oil,585,"12/30/2002",3501522889,PRODUCTION
Oil,585,"12/31/2002",3501522889,PRODUCTION
Oil,585,"01/01/2003",3501522889,PRODUCTION
Oil,583,"01/02/2003",3501522889,PRODUCTION
Oil,581,"01/03/2003",3501522889,PRODUCTION
Oil,579,"01/04/2003",3501522889,PRODUCTION
Oil,578,"01/05/2003",3501522889,PRODUCTION
Oil,576,"01/06/2003",3501522889,PRODUCTION
Oil,574,"01/07/2003",3501522889,PRODUCTION
Oil,572,"01/08/2003",3501522889,PRODUCTION
Oil,570,"01/09/2003",3501522889,PRODUCTION
Oil,568,"01/10/2003",3501522889,PRODUCTION
Oil,567,"01/11/2003",3501522889,PRODUCTION
Oil,565,"01/12/2003",3501522889,PRODUCTION
Oil,563,"01/13/2003",3501522889,PRODUCTION
Oil,561,"01/14/2003",3501522889,PRODUCTION
Oil,559,"01/15/2003",3501522889,PRODUCTION
Oil,557,"01/16/2003",3501522889,PRODUCTION
Oil,556,"01/17/2003",3501522889,PRODUCTION
Oil,554,"01/18/2003",3501522889,PRODUCTION
Oil,552,"01/19/2003",3501522889,PRODUCTION
Oil,550,"01/20/2003",3501522889,PRODUCTION
Oil,548,"01/21/2003",3501522889,PRODUCTION
Oil,546,"01/22/2003",3501522889,PRODUCTION
Oil,545,"01/23/2003",3501522889,PRODUCTION
Oil,543,"01/24/2003",3501522889,PRODUCTION
Oil,541,"01/25/2003",3501522889,PRODUCTION
Oil,539,"01/26/2003",3501522889,PRODUCTION
Oil,537,"01/27/2003",3501522889,PRODUCTION
Oil,535,"01/28/2003",3501522889,PRODUCTION
Oil,534,"01/29/2003",3501522889,PRODUCTION
Oil,532,"01/30/2003",3501522889,PRODUCTION
Oil,530,"01/31/2003",3501522889,PRODUCTION
Oil,528,"02/01/2003",3501522889,PRODUCTION
Oil,536,"02/02/2003",3501522889,PRODUCTION
Oil,544,"02/03/2003",3501522889,PRODUCTION
Oil,552,"02/04/2003",3501522889,PRODUCTION
Oil,559,"02/05/2003",3501522889,PRODUCTION
Oil,567,"02/06/2003",3501522889,PRODUCTION
Oil,575,"02/07/2003",3501522889,PRODUCTION
Oil,583,"02/08/2003",3501522889,PRODUCTION
Oil,591,"02/09/2003",3501522889,PRODUCTION
Oil,599,"02/10/2003",3501522889,PRODUCTION
Oil,607,"02/11/2003",3501522889,PRODUCTION
Oil,614,"02/12/2003",3501522889,PRODUCTION
Oil,622,"02/13/2003",3501522889,PRODUCTION
Oil,630,"02/14/2003",3501522889,PRODUCTION
Oil,638,"02/15/2003",3501522889,PRODUCTION
Oil,646,"02/16/2003",3501522889,PRODUCTION
Oil,654,"02/17/2003",3501522889,PRODUCTION
Oil,662,"02/18/2003",3501522889,PRODUCTION
Oil,669,"02/19/2003",3501522889,PRODUCTION
Oil,677,"02/20/2003",3501522889,PRODUCTION
Oil,685,"02/21/2003",3501522889,PRODUCTION
Oil,693,"02/22/2003",3501522889,PRODUCTION
Oil,701,"02/23/2003",3501522889,PRODUCTION
Oil,709,"02/24/2003",3501522889,PRODUCTION
Oil,717,"02/25/2003",3501522889,PRODUCTION
Oil,724,"02/26/2003",3501522889,PRODUCTION
Oil,732,"02/27/2003",3501522889,PRODUCTION
Oil,740,"02/28/2003",3501522889,PRODUCTION
Oil,748,"03/01/2003",3501522889,PRODUCTION
Oil,748,"03/02/2003",3501522889,PRODUCTION
Oil,748,"03/03/2003",3501522889,PRODUCTION
Oil,749,"03/04/2003",3501522889,PRODUCTION
Oil,749,"03/05/2003",3501522889,PRODUCTION
Oil,749,"03/06/2003",3501522889,PRODUCTION
Oil,749,"03/07/2003",3501522889,PRODUCTION
Oil,750,"03/08/2003",3501522889,PRODUCTION
Oil,750,"03/09/2003",3501522889,PRODUCTION
Oil,750,"03/10/2003",3501522889,PRODUCTION
Oil,750,"03/11/2003",3501522889,PRODUCTION
Oil,750,"03/12/2003",3501522889,PRODUCTION
Oil,751,"03/13/2003",3501522889,PRODUCTION
Oil,751,"03/14/2003",3501522889,PRODUCTION
Oil,751,"03/15/2003",3501522889,PRODUCTION
Oil,751,"03/16/2003",3501522889,PRODUCTION
Oil,752,"03/17/2003",3501522889,PRODUCTION
Oil,752,"03/18/2003",3501522889,PRODUCTION
Oil,752,"03/19/2003",3501522889,PRODUCTION
Oil,752,"03/20/2003",3501522889,PRODUCTION
Oil,753,"03/21/2003",3501522889,PRODUCTION
Oil,753,"03/22/2003",3501522889,PRODUCTION
Oil,753,"03/23/2003",3501522889,PRODUCTION
Oil,753,"03/24/2003",3501522889,PRODUCTION
Oil,753,"03/25/2003",3501522889,PRODUCTION
Oil,754,"03/26/2003",3501522889,PRODUCTION
Oil,754,"03/27/2003",3501522889,PRODUCTION
Oil,754,"03/28/2003",3501522889,PRODUCTION
Oil,754,"03/29/2003",3501522889,PRODUCTION
Oil,755,"03/30/2003",3501522889,PRODUCTION
Oil,755,"03/31/2003",3501522889,PRODUCTION
Oil,755,"04/01/2003",3501522889,PRODUCTION
Oil,756,"04/02/2003",3501522889,PRODUCTION
Oil,757,"04/03/2003",3501522889,PRODUCTION
Oil,758,"04/04/2003",3501522889,PRODUCTION
Oil,758,"04/05/2003",3501522889,PRODUCTION
Oil,759,"04/06/2003",3501522889,PRODUCTION
Oil,760,"04/07/2003",3501522889,PRODUCTION
Oil,761,"04/08/2003",3501522889,PRODUCTION
Oil,762,"04/09/2003",3501522889,PRODUCTION
Oil,763,"04/10/2003",3501522889,PRODUCTION
Oil,763,"04/11/2003",3501522889,PRODUCTION
Oil,764,"04/12/2003",3501522889,PRODUCTION
Oil,765,"04/13/2003",3501522889,PRODUCTION
Oil,766,"04/14/2003",3501522889,PRODUCTION
Oil,767,"04/15/2003",3501522889,PRODUCTION
Oil,768,"04/16/2003",3501522889,PRODUCTION
Oil,768,"04/17/2003",3501522889,PRODUCTION
Oil,769,"04/18/2003",3501522889,PRODUCTION
Oil,770,"04/19/2003",3501522889,PRODUCTION
Oil,771,"04/20/2003",3501522889,PRODUCTION
Oil,772,"04/21/2003",3501522889,PRODUCTION
Oil,773,"04/22/2003",3501522889,PRODUCTION
Oil,773,"04/23/2003",3501522889,PRODUCTION
Oil,774,"04/24/2003",3501522889,PRODUCTION
Oil,775,"04/25/2003",3501522889,PRODUCTION
Oil,776,"04/26/2003",3501522889,PRODUCTION
Oil,777,"04/27/2003",3501522889,PRODUCTION
Oil,778,"04/28/2003",3501522889,PRODUCTION
Oil,778,"04/29/2003",3501522889,PRODUCTION
Oil,779,"04/30/2003",3501522889,PRODUCTION
Oil,780,"05/01/2003",3501522889,PRODUCTION
Oil,780,"05/01/2003",3501522889,PRODUCTION
Oil,779,"05/02/2003",3501522889,PRODUCTION
Oil,778,"05/03/2003",3501522889,PRODUCTION
Oil,778,"05/04/2003",3501522889,PRODUCTION
Oil,777,"05/05/2003",3501522889,PRODUCTION
Oil,776,"05/06/2003",3501522889,PRODUCTION
Oil,775,"05/07/2003",3501522889,PRODUCTION
Oil,774,"05/08/2003",3501522889,PRODUCTION
Oil,774,"05/09/2003",3501522889,PRODUCTION
Oil,773,"05/10/2003",3501522889,PRODUCTION
Oil,772,"05/11/2003",3501522889,PRODUCTION
Oil,771,"05/12/2003",3501522889,PRODUCTION
Oil,770,"05/13/2003",3501522889,PRODUCTION
Oil,769,"05/14/2003",3501522889,PRODUCTION
Oil,769,"05/15/2003",3501522889,PRODUCTION
Oil,768,"05/16/2003",3501522889,PRODUCTION
Oil,767,"05/17/2003",3501522889,PRODUCTION
Oil,766,"05/18/2003",3501522889,PRODUCTION
Oil,765,"05/19/2003",3501522889,PRODUCTION
Oil,765,"05/20/2003",3501522889,PRODUCTION
Oil,764,"05/21/2003",3501522889,PRODUCTION
Oil,763,"05/22/2003",3501522889,PRODUCTION
Oil,762,"05/23/2003",3501522889,PRODUCTION
Oil,761,"05/24/2003",3501522889,PRODUCTION
Oil,761,"05/25/2003",3501522889,PRODUCTION
Oil,760,"05/26/2003",3501522889,PRODUCTION
Oil,759,"05/27/2003",3501522889,PRODUCTION
Oil,758,"05/28/2003",3501522889,PRODUCTION
Oil,757,"05/29/2003",3501522889,PRODUCTION
Oil,757,"05/30/2003",3501522889,PRODUCTION
Oil,756,"05/31/2003",3501522889,PRODUCTION
Oil,755,"06/01/2003",3501522889,PRODUCTION
Oil,754,"06/01/2003",3501522889,PRODUCTION
Oil,732,"06/02/2003",3501522889,PRODUCTION
Oil,710,"06/03/2003",3501522889,PRODUCTION
Oil,689,"06/04/2003",3501522889,PRODUCTION
Oil,667,"06/05/2003",3501522889,PRODUCTION
Oil,645,"06/06/2003",3501522889,PRODUCTION
Oil,623,"06/07/2003",3501522889,PRODUCTION
Oil,601,"06/08/2003",3501522889,PRODUCTION
Oil,580,"06/09/2003",3501522889,PRODUCTION
Oil,558,"06/10/2003",3501522889,PRODUCTION
Oil,536,"06/11/2003",3501522889,PRODUCTION
Oil,514,"06/12/2003",3501522889,PRODUCTION
Oil,492,"06/13/2003",3501522889,PRODUCTION
Oil,471,"06/14/2003",3501522889,PRODUCTION
Oil,449,"06/15/2003",3501522889,PRODUCTION
Oil,427,"06/16/2003",3501522889,PRODUCTION
Oil,405,"06/17/2003",3501522889,PRODUCTION
Oil,383,"06/18/2003",3501522889,PRODUCTION
Oil,362,"06/19/2003",3501522889,PRODUCTION
Oil,340,"06/20/2003",3501522889,PRODUCTION
Oil,318,"06/21/2003",3501522889,PRODUCTION
Oil,296,"06/22/2003",3501522889,PRODUCTION
Oil,274,"06/23/2003",3501522889,PRODUCTION
Oil,253,"06/24/2003",3501522889,PRODUCTION
Oil,231,"06/25/2003",3501522889,PRODUCTION
Oil,209,"06/26/2003",3501522889,PRODUCTION
Oil,187,"06/27/2003",3501522889,PRODUCTION
Oil,165,"06/28/2003",3501522889,PRODUCTION
Oil,144,"06/29/2003",3501522889,PRODUCTION
Oil,122,"06/30/2003",3501522889,PRODUCTION
Oil,101,"07/01/2003",3501522889,PRODUCTION
Oil,101,"07/01/2003",3501522889,PRODUCTION
Oil,98,"07/02/2003",3501522889,PRODUCTION
Oil,94,"07/03/2003",3501522889,PRODUCTION
Oil,91,"07/04/2003",3501522889,PRODUCTION
Oil,88,"07/05/2003",3501522889,PRODUCTION
Oil,85,"07/06/2003",3501522889,PRODUCTION
Oil,81,"07/07/2003",3501522889,PRODUCTION
Oil,78,"07/08/2003",3501522889,PRODUCTION
Oil,75,"07/09/2003",3501522889,PRODUCTION
Oil,72,"07/10/2003",3501522889,PRODUCTION
Oil,68,"07/11/2003",3501522889,PRODUCTION
Oil,65,"07/12/2003",3501522889,PRODUCTION
Oil,62,"07/13/2003",3501522889,PRODUCTION
Oil,59,"07/14/2003",3501522889,PRODUCTION
Oil,55,"07/15/2003",3501522889,PRODUCTION
Oil,52,"07/16/2003",3501522889,PRODUCTION
Oil,49,"07/17/2003",3501522889,PRODUCTION
Oil,45,"07/18/2003",3501522889,PRODUCTION
Oil,42,"07/19/2003",3501522889,PRODUCTION
Oil,39,"07/20/2003",3501522889,PRODUCTION
Oil,36,"07/21/2003",3501522889,PRODUCTION
Oil,32,"07/22/2003",3501522889,PRODUCTION
Oil,29,"07/23/2003",3501522889,PRODUCTION
Oil,26,"07/24/2003",3501522889,PRODUCTION
Oil,23,"07/25/2003",3501522889,PRODUCTION
Oil,19,"07/26/2003",3501522889,PRODUCTION
Oil,16,"07/27/2003",3501522889,PRODUCTION
Oil,13,"07/28/2003",3501522889,PRODUCTION
Oil,10,"07/29/2003",3501522889,PRODUCTION
Oil,6,"07/30/2003",3501522889,PRODUCTION
Oil,3,"07/31/2003",3501522889,PRODUCTION
Oil,0,"08/01/2003",3501522889,PRODUCTION
Oil,0,"08/01/2003",3501522889,PRODUCTION
Oil,2,"08/02/2003",3501522889,PRODUCTION
Oil,3,"08/03/2003",3501522889,PRODUCTION
Oil,5,"08/04/2003",3501522889,PRODUCTION
Oil,7,"08/05/2003",3501522889,PRODUCTION
Oil,8,"08/06/2003",3501522889,PRODUCTION
Oil,10,"08/07/2003",3501522889,PRODUCTION
Oil,11,"08/08/2003",3501522889,PRODUCTION
Oil,13,"08/09/2003",3501522889,PRODUCTION
Oil,15,"08/10/2003",3501522889,PRODUCTION
Oil,16,"08/11/2003",3501522889,PRODUCTION
Oil,18,"08/12/2003",3501522889,PRODUCTION
Oil,19,"08/13/2003",3501522889,PRODUCTION
Oil,21,"08/14/2003",3501522889,PRODUCTION
Oil,23,"08/15/2003",3501522889,PRODUCTION
Oil,24,"08/16/2003",3501522889,PRODUCTION
Oil,26,"08/17/2003",3501522889,PRODUCTION
Oil,27,"08/18/2003",3501522889,PRODUCTION
Oil,29,"08/19/2003",3501522889,PRODUCTION
Oil,31,"08/20/2003",3501522889,PRODUCTION
Oil,32,"08/21/2003",3501522889,PRODUCTION
Oil,34,"08/22/2003",3501522889,PRODUCTION
Oil,36,"08/23/2003",3501522889,PRODUCTION
Oil,37,"08/24/2003",3501522889,PRODUCTION
Oil,39,"08/25/2003",3501522889,PRODUCTION
Oil,40,"08/26/2003",3501522889,PRODUCTION
Oil,42,"08/27/2003",3501522889,PRODUCTION
Oil,44,"08/28/2003",3501522889,PRODUCTION
Oil,45,"08/29/2003",3501522889,PRODUCTION
Oil,47,"08/30/2003",3501522889,PRODUCTION
Oil,48,"08/31/2003",3501522889,PRODUCTION
Oil,50,"09/01/2003",3501522889,PRODUCTION
Oil,50,"09/01/2003",3501522889,PRODUCTION
Oil,49,"09/02/2003",3501522889,PRODUCTION
Oil,48,"09/03/2003",3501522889,PRODUCTION
Oil,47,"09/04/2003",3501522889,PRODUCTION
Oil,47,"09/05/2003",3501522889,PRODUCTION
Oil,46,"09/06/2003",3501522889,PRODUCTION
Oil,45,"09/07/2003",3501522889,PRODUCTION
Oil,44,"09/08/2003",3501522889,PRODUCTION
Oil,43,"09/09/2003",3501522889,PRODUCTION
Oil,42,"09/10/2003",3501522889,PRODUCTION
Oil,42,"09/11/2003",3501522889,PRODUCTION
Oil,41,"09/12/2003",3501522889,PRODUCTION
Oil,40,"09/13/2003",3501522889,PRODUCTION
Oil,39,"09/14/2003",3501522889,PRODUCTION
Oil,38,"09/15/2003",3501522889,PRODUCTION
Oil,37,"09/16/2003",3501522889,PRODUCTION
Oil,37,"09/17/2003",3501522889,PRODUCTION
Oil,36,"09/18/2003",3501522889,PRODUCTION
Oil,35,"09/19/2003",3501522889,PRODUCTION
Oil,34,"09/20/2003",3501522889,PRODUCTION
Oil,33,"09/21/2003",3501522889,PRODUCTION
Oil,32,"09/22/2003",3501522889,PRODUCTION
Oil,32,"09/23/2003",3501522889,PRODUCTION
Oil,31,"09/24/2003",3501522889,PRODUCTION
Oil,30,"09/25/2003",3501522889,PRODUCTION
Oil,29,"09/26/2003",3501522889,PRODUCTION
Oil,28,"09/27/2003",3501522889,PRODUCTION
Oil,27,"09/28/2003",3501522889,PRODUCTION
Oil,27,"09/29/2003",3501522889,PRODUCTION
Oil,26,"09/30/2003",3501522889,PRODUCTION
Oil,25,"10/01/2003",3501522889,PRODUCTION
Oil,25,"10/01/2003",3501522889,PRODUCTION
Oil,25,"10/02/2003",3501522889,PRODUCTION
Oil,25,"10/03/2003",3501522889,PRODUCTION
Oil,24,"10/04/2003",3501522889,PRODUCTION
Oil,24,"10/05/2003",3501522889,PRODUCTION
Oil,24,"10/06/2003",3501522889,PRODUCTION
Oil,24,"10/07/2003",3501522889,PRODUCTION
Oil,24,"10/08/2003",3501522889,PRODUCTION
Oil,23,"10/09/2003",3501522889,PRODUCTION
Oil,23,"10/10/2003",3501522889,PRODUCTION
Oil,23,"10/11/2003",3501522889,PRODUCTION
Oil,23,"10/12/2003",3501522889,PRODUCTION
Oil,23,"10/13/2003",3501522889,PRODUCTION
Oil,22,"10/14/2003",3501522889,PRODUCTION
Oil,22,"10/15/2003",3501522889,PRODUCTION
Oil,22,"10/16/2003",3501522889,PRODUCTION
Oil,22,"10/17/2003",3501522889,PRODUCTION
Oil,22,"10/18/2003",3501522889,PRODUCTION
Oil,22,"10/19/2003",3501522889,PRODUCTION
Oil,21,"10/20/2003",3501522889,PRODUCTION
Oil,21,"10/21/2003",3501522889,PRODUCTION
Oil,21,"10/22/2003",3501522889,PRODUCTION
Oil,21,"10/23/2003",3501522889,PRODUCTION
Oil,21,"10/24/2003",3501522889,PRODUCTION
Oil,20,"10/25/2003",3501522889,PRODUCTION
Oil,20,"10/26/2003",3501522889,PRODUCTION
Oil,20,"10/27/2003",3501522889,PRODUCTION
Oil,20,"10/28/2003",3501522889,PRODUCTION
Oil,20,"10/29/2003",3501522889,PRODUCTION
Oil,19,"10/30/2003",3501522889,PRODUCTION
Oil,19,"10/31/2003",3501522889,PRODUCTION
Oil,19,"11/01/2003",3501522889,PRODUCTION
Oil,20,"11/02/2003",3501522889,PRODUCTION
Oil,22,"11/03/2003",3501522889,PRODUCTION
Oil,23,"11/04/2003",3501522889,PRODUCTION
Oil,24,"11/05/2003",3501522889,PRODUCTION
Oil,25,"11/06/2003",3501522889,PRODUCTION
Oil,27,"11/07/2003",3501522889,PRODUCTION
Oil,28,"11/08/2003",3501522889,PRODUCTION
Oil,29,"11/09/2003",3501522889,PRODUCTION
Oil,30,"11/10/2003",3501522889,PRODUCTION
Oil,32,"11/11/2003",3501522889,PRODUCTION
Oil,33,"11/12/2003",3501522889,PRODUCTION
Oil,34,"11/13/2003",3501522889,PRODUCTION
Oil,35,"11/14/2003",3501522889,PRODUCTION
Oil,37,"11/15/2003",3501522889,PRODUCTION
Oil,38,"11/16/2003",3501522889,PRODUCTION
Oil,39,"11/17/2003",3501522889,PRODUCTION
Oil,41,"11/18/2003",3501522889,PRODUCTION
Oil,42,"11/19/2003",3501522889,PRODUCTION
Oil,43,"11/20/2003",3501522889,PRODUCTION
Oil,44,"11/21/2003",3501522889,PRODUCTION
Oil,46,"11/22/2003",3501522889,PRODUCTION
Oil,47,"11/23/2003",3501522889,PRODUCTION
Oil,48,"11/24/2003",3501522889,PRODUCTION
Oil,49,"11/25/2003",3501522889,PRODUCTION
Oil,51,"11/26/2003",3501522889,PRODUCTION
Oil,52,"11/27/2003",3501522889,PRODUCTION
Oil,53,"11/28/2003",3501522889,PRODUCTION
Oil,54,"11/29/2003",3501522889,PRODUCTION
Oil,56,"11/30/2003",3501522889,PRODUCTION
Oil,57,"12/01/2003",3501522889,PRODUCTION
Oil,55,"12/02/2003",3501522889,PRODUCTION
Oil,53,"12/03/2003",3501522889,PRODUCTION
Oil,51,"12/04/2003",3501522889,PRODUCTION
Oil,50,"12/05/2003",3501522889,PRODUCTION
Oil,48,"12/06/2003",3501522889,PRODUCTION
Oil,46,"12/07/2003",3501522889,PRODUCTION
Oil,44,"12/08/2003",3501522889,PRODUCTION
Oil,42,"12/09/2003",3501522889,PRODUCTION
Oil,40,"12/10/2003",3501522889,PRODUCTION
Oil,39,"12/11/2003",3501522889,PRODUCTION
Oil,37,"12/12/2003",3501522889,PRODUCTION
Oil,35,"12/13/2003",3501522889,PRODUCTION
Oil,33,"12/14/2003",3501522889,PRODUCTION
Oil,31,"12/15/2003",3501522889,PRODUCTION
Oil,29,"12/16/2003",3501522889,PRODUCTION
Oil,28,"12/17/2003",3501522889,PRODUCTION
Oil,26,"12/18/2003",3501522889,PRODUCTION
Oil,24,"12/19/2003",3501522889,PRODUCTION
Oil,22,"12/20/2003",3501522889,PRODUCTION
Oil,20,"12/21/2003",3501522889,PRODUCTION
Oil,18,"12/22/2003",3501522889,PRODUCTION
Oil,17,"12/23/2003",3501522889,PRODUCTION
Oil,15,"12/24/2003",3501522889,PRODUCTION
Oil,13,"12/25/2003",3501522889,PRODUCTION
Oil,11,"12/26/2003",3501522889,PRODUCTION
Oil,9,"12/27/2003",3501522889,PRODUCTION
Oil,7,"12/28/2003",3501522889,PRODUCTION
Oil,6,"12/29/2003",3501522889,PRODUCTION
Oil,4,"12/30/2003",3501522889,PRODUCTION
Oil,2,"12/31/2003",3501522889,PRODUCTION
Oil,0,"01/01/2004",3501522889,PRODUCTION
Oil,6,"01/02/2004",3501522889,PRODUCTION
Oil,11,"01/03/2004",3501522889,PRODUCTION
Oil,17,"01/04/2004",3501522889,PRODUCTION
Oil,23,"01/05/2004",3501522889,PRODUCTION
Oil,28,"01/06/2004",3501522889,PRODUCTION
Oil,34,"01/07/2004",3501522889,PRODUCTION
Oil,40,"01/08/2004",3501522889,PRODUCTION
Oil,45,"01/09/2004",3501522889,PRODUCTION
Oil,51,"01/10/2004",3501522889,PRODUCTION
Oil,57,"01/11/2004",3501522889,PRODUCTION
Oil,62,"01/12/2004",3501522889,PRODUCTION
Oil,68,"01/13/2004",3501522889,PRODUCTION
Oil,74,"01/14/2004",3501522889,PRODUCTION
Oil,79,"01/15/2004",3501522889,PRODUCTION
Oil,85,"01/16/2004",3501522889,PRODUCTION
Oil,91,"01/17/2004",3501522889,PRODUCTION
Oil,97,"01/18/2004",3501522889,PRODUCTION
Oil,102,"01/19/2004",3501522889,PRODUCTION
Oil,108,"01/20/2004",3501522889,PRODUCTION
Oil,114,"01/21/2004",3501522889,PRODUCTION
Oil,119,"01/22/2004",3501522889,PRODUCTION
Oil,125,"01/23/2004",3501522889,PRODUCTION
Oil,131,"01/24/2004",3501522889,PRODUCTION
Oil,136,"01/25/2004",3501522889,PRODUCTION
Oil,142,"01/26/2004",3501522889,PRODUCTION
Oil,148,"01/27/2004",3501522889,PRODUCTION
Oil,153,"01/28/2004",3501522889,PRODUCTION
Oil,159,"01/29/2004",3501522889,PRODUCTION
Oil,165,"01/30/2004",3501522889,PRODUCTION
Oil,170,"01/31/2004",3501522889,PRODUCTION
Oil,176,"02/01/2004",3501522889,PRODUCTION
Oil,199,"02/02/2004",3501522889,PRODUCTION
Oil,222,"02/03/2004",3501522889,PRODUCTION
Oil,246,"02/04/2004",3501522889,PRODUCTION
Oil,269,"02/05/2004",3501522889,PRODUCTION
Oil,292,"02/06/2004",3501522889,PRODUCTION
Oil,315,"02/07/2004",3501522889,PRODUCTION
Oil,338,"02/08/2004",3501522889,PRODUCTION
Oil,362,"02/09/2004",3501522889,PRODUCTION
Oil,385,"02/10/2004",3501522889,PRODUCTION
Oil,408,"02/11/2004",3501522889,PRODUCTION
Oil,431,"02/12/2004",3501522889,PRODUCTION
Oil,454,"02/13/2004",3501522889,PRODUCTION
Oil,478,"02/14/2004",3501522889,PRODUCTION
Oil,501,"02/15/2004",3501522889,PRODUCTION
Oil,524,"02/16/2004",3501522889,PRODUCTION
Oil,547,"02/17/2004",3501522889,PRODUCTION
Oil,571,"02/18/2004",3501522889,PRODUCTION
Oil,594,"02/19/2004",3501522889,PRODUCTION
Oil,617,"02/20/2004",3501522889,PRODUCTION
Oil,640,"02/21/2004",3501522889,PRODUCTION
Oil,663,"02/22/2004",3501522889,PRODUCTION
Oil,687,"02/23/2004",3501522889,PRODUCTION
Oil,710,"02/24/2004",3501522889,PRODUCTION
Oil,733,"02/25/2004",3501522889,PRODUCTION
Oil,756,"02/26/2004",3501522889,PRODUCTION
Oil,779,"02/27/2004",3501522889,PRODUCTION
Oil,803,"02/28/2004",3501522889,PRODUCTION
Oil,826,"02/29/2004",3501522889,PRODUCTION
Oil,849,"03/01/2004",3501522889,PRODUCTION
Oil,852,"03/02/2004",3501522889,PRODUCTION
Oil,856,"03/03/2004",3501522889,PRODUCTION
